image_id class_id super_class_id path
531 88 1 bicycle_final\121659334825_3.JPG
532 88 1 bicycle_final\121659334825_4.JPG
533 2768 1 bicycle_final\121659334825_5.JPG
534 89 1 bicycle_final\121662767997_0.JPG
535 89 1 bicycle_final\121662767997_1.JPG
536 89 1 bicycle_final\121662767997_2.JPG
537 1747 1 bicycle_final\121662767997_3.JPG
538 4421 1 bicycle_final\121669671701_0.JPG
539 3894 1 bicycle_final\121669671701_1.JPG
540 10161 1 bicycle_final\121675480696_0.JPG
541 62 1 bicycle_final\121675480696_1.JPG
542 3333 1 bicycle_final\121675480696_2.JPG
543 2274 1 bicycle_final\121675480696_3.JPG
544 2010 1 bicycle_final\121675492133_0.JPG
545 10476 1 bicycle_final\121675492133_1.JPG
546 92 1 bicycle_final\121675492133_2.JPG
547 4449 1 bicycle_final\121675492133_3.JPG
548 7101 1 bicycle_final\121681616404_0.JPG
549 223 1 bicycle_final\121681616404_1.JPG
550 93 1 bicycle_final\121681616404_2.JPG
551 6584 1 bicycle_final\121681616404_3.JPG
552 94 1 bicycle_final\121688376399_0.JPG
553 94 1 bicycle_final\121688376399_1.JPG
554 453 1 bicycle_final\121688376399_2.JPG
555 4392 1 bicycle_final\121688772670_0.JPG
556 95 1 bicycle_final\121688772670_1.JPG
557 95 1 bicycle_final\121688772670_2.JPG
558 95 1 bicycle_final\121688772670_3.JPG
559 2792 1 bicycle_final\121688772670_4.JPG
560 8760 1 bicycle_final\121688772670_5.JPG
561 2691 1 bicycle_final\121688772670_6.JPG
562 96 1 bicycle_final\121693410331_0.JPG
563 10879 1 bicycle_final\121693410331_1.JPG
564 8416 1 bicycle_final\121693410331_2.JPG
565 96 1 bicycle_final\121693410331_3.JPG
566 9561 1 bicycle_final\121693410331_4.JPG
567 938 1 bicycle_final\121693410331_5.JPG
568 9583 1 bicycle_final\121693410358_0.JPG
569 7468 1 bicycle_final\121693410358_1.JPG
570 10601 1 bicycle_final\121693410358_2.JPG
571 9503 1 bicycle_final\121693410358_3.JPG
