image_id class_id super_class_id path
452 3938 1 bicycle_final/111733388933_2.JPG
453 10551 1 bicycle_final/111733388933_3.JPG
454 1842 1 bicycle_final/111733388933_4.JPG
455 1578 1 bicycle_final/111733388933_5.JPG
456 7884 1 bicycle_final/111733388933_6.JPG
457 9894 1 bicycle_final/111733388933_7.JPG
458 4984 1 bicycle_final/111733388933_8.JPG
459 6292 1 bicycle_final/111733388933_9.JPG
460 3857 1 bicycle_final/111733434645_0.JPG
461 75 1 bicycle_final/111733434645_1.JPG
462 5979 1 bicycle_final/111733434645_2.JPG
463 10837 1 bicycle_final/111733434645_3.JPG
464 75 1 bicycle_final/111733434645_4.JPG
465 3103 1 bicycle_final/111733434645_5.JPG
466 6863 1 bicycle_final/111733434645_6.JPG
467 5991 1 bicycle_final/111733434645_7.JPG
468 3450 1 bicycle_final/121080403828_0.JPG
469 5468 1 bicycle_final/121080403828_1.JPG
470 10288 1 bicycle_final/121080403828_2.JPG
471 903 1 bicycle_final/121080403828_3.JPG
472 1645 1 bicycle_final/121080403828_4.JPG
473 2558 1 bicycle_final/121080403828_5.JPG
474 9609 1 bicycle_final/121080403828_6.JPG
475 5280 1 bicycle_final/121080403828_7.JPG
476 2783 1 bicycle_final/121080408660_0.JPG
477 4521 1 bicycle_final/121080408660_1.JPG
478 9455 1 bicycle_final/121080408660_2.JPG
479 77 1 bicycle_final/121080408660_3.JPG
480 4869 1 bicycle_final/121080408660_4.JPG
481 4675 1 bicycle_final/121080408660_5.JPG
482 3479 1 bicycle_final/121080408660_6.JPG
483 5850 1 bicycle_final/121104021310_0.JPG
484 10097 1 bicycle_final/121104021310_1.JPG
485 6424 1 bicycle_final/121104021310_2.JPG
486 4717 1 bicycle_final/121104021310_3.JPG
487 5445 1 bicycle_final/121104021310_4.JPG
488 8362 1 bicycle_final/121104021310_5.JPG
489 3669 1 bicycle_final/121104021310_6.JPG
490 843 1 bicycle_final/121104021310_7.JPG
491 8438 1 bicycle_final/121262502226_0.JPG
492 5136 1 bicycle_final/121262502226_1.JPG
493 6276 1 bicycle_final/121262502226_2.JPG
494 79 1 bicycle_final/121262502226_3.JPG
495 9057 1 bicycle_final/121262502226_4.JPG
496 191 1 bicycle_final/121262502226_5.JPG
497 2460 1 bicycle_final/121262502226_6.JPG
498 80 1 bicycle_final/121262507781_0.JPG
499 6675 1 bicycle_final/121262507781_1.JPG
500 5703 1 bicycle_final/121262507781_2.JPG
501 1806 1 bicycle_final/121262507781_3.JPG
502 2653 1 bicycle_final/121262507781_4.JPG
503 6374 1 bicycle_final/121262507781_5.JPG
504 5620 1 bicycle_final/121262507781_6.JPG
505 81 1 bicycle_final/121505320217_0.JPG
506 985 1 bicycle_final/121505320217_1.JPG
507 6914 1 bicycle_final/121533412022_0.JPG
508 809 1 bicycle_final/121533412022_1.JPG
509 8979 1 bicycle_final/121533412022_2.JPG
510 7565 1 bicycle_final/121540328965_0.JPG
511 10134 1 bicycle_final/121540328965_1.JPG
512 1128 1 bicycle_final/121551658211_0.JPG
513 4129 1 bicycle_final/121551658211_1.JPG
514 812 1 bicycle_final/121551658211_2.JPG
515 2102 1 bicycle_final/121631344039_0.JPG
516 10130 1 bicycle_final/121631344039_1.JPG
517 5706 1 bicycle_final/121631344039_2.JPG
518 2620 1 bicycle_final/121631344039_3.JPG
519 10092 1 bicycle_final/121633797789_0.JPG
520 3968 1 bicycle_final/121633797789_1.JPG
521 5972 1 bicycle_final/121633797789_2.JPG
522 5393 1 bicycle_final/121650365867_0.JPG
523 5248 1 bicycle_final/121650365867_1.JPG
524 87 1 bicycle_final/121650365867_2.JPG
525 126 1 bicycle_final/121650365867_3.JPG
526 6970 1 bicycle_final/121650365867_4.JPG
527 176 1 bicycle_final/121650365867_5.JPG
528 8533 1 bicycle_final/121659334825_0.JPG
529 610 1 bicycle_final/121659334825_1.JPG
530 3035 1 bicycle_final/121659334825_2.JPG
531 8324 1 bicycle_final/121659334825_3.JPG
532 8595 1 bicycle_final/121659334825_4.JPG
533 6785 1 bicycle_final/121659334825_5.JPG
534 10566 1 bicycle_final/121662767997_0.JPG
535 89 1 bicycle_final/121662767997_1.JPG
536 5817 1 bicycle_final/121662767997_2.JPG
537 7941 1 bicycle_final/121662767997_3.JPG
538 1902 1 bicycle_final/121669671701_0.JPG
539 2789 1 bicycle_final/121669671701_1.JPG
540 7470 1 bicycle_final/121675480696_0.JPG
541 3322 1 bicycle_final/121675480696_1.JPG
542 1919 1 bicycle_final/121675480696_2.JPG
543 7509 1 bicycle_final/121675480696_3.JPG
544 5365 1 bicycle_final/121675492133_0.JPG
545 92 1 bicycle_final/121675492133_1.JPG
546 153 1 bicycle_final/121675492133_2.JPG
547 2946 1 bicycle_final/121675492133_3.JPG
548 6413 1 bicycle_final/121681616404_0.JPG
549 10544 1 bicycle_final/121681616404_1.JPG
550 4013 1 bicycle_final/121681616404_2.JPG
551 1133 1 bicycle_final/121681616404_3.JPG
552 1573 1 bicycle_final/121688376399_0.JPG
553 9636 1 bicycle_final/121688376399_1.JPG
554 492 1 bicycle_final/121688376399_2.JPG
555 2596 1 bicycle_final/121688772670_0.JPG
556 5438 1 bicycle_final/121688772670_1.JPG
557 10233 1 bicycle_final/121688772670_2.JPG
558 95 1 bicycle_final/121688772670_3.JPG
559 95 1 bicycle_final/121688772670_4.JPG
560 340 1 bicycle_final/121688772670_5.JPG
561 95 1 bicycle_final/121688772670_6.JPG
562 96 1 bicycle_final/121693410331_0.JPG
563 4892 1 bicycle_final/121693410331_1.JPG
